"event_id";"user_id";"event_name";"event_time";"event_order";"device_type";"country";"kyc_status";"error_reason";"row_num"
"EVT_1767573762095_34xy5yt04";849;"KYC_DOCUMENT_UPLOADED";"03/17/2024 21:42:12";2;"WEB";"INDIA";"";"";1
"EVT_1767573762095_35hzh3i1g";915;"KYC_APPROVED";"03/05/2024 10:50:29";2;"IOS";"CANADA";"";"";1
"EVT_1767573762095_35kev93fn";1015;"TRANSACTION_FAILED";"06/11/2023 01:43:02";1;"ANDROID";"UK";"";"";1
"EVT_1767573762095_39yt7x7sx";796;"KYC_APPROVED";"12/23/2024 02:15:22";5;"IOS";"FRANCE";"failed";"";1
"EVT_1767573762095_3a6m5cxx8";806;"EMAIL_VERIFIED";"12/14/2023 13:08:43";7;"ANDROID";"INDIA";"pending";"";1
"EVT_1767573762095_3bgsieryu";1010;"KYC_DOCUMENT_UPLOADED";"04/07/2023 14:15:42";2;"DESKTOP";"JAPAN";"";"";1
"EVT_1767573762095_3bl0eu5y3";853;"EMAIL_VERIFIED";"12/14/2023 12:17:22";2;"ANDROID";"INDIA";"";"";1
"EVT_1767573762095_3cbuadt1o";893;"KYC_SUBMITTED";"06/12/2024 02:01:12";3;"WEB";"SINGAPORE";"";"";1
"EVT_1767573762095_3h6co0zgk";964;"KYC_APPROVED";"08/30/2023 22:27:37";3;"WEB";"UK";"";"";1
"EVT_1767573762095_3jrzjscfa";875;"TRANSACTION_FAILED";"03/25/2023 16:13:59";3;"MOBILE";"UK";"";"document_unclear";1
"EVT_1767573762095_3mhgjaakx";935;"SIGNUP";"04/12/2023 16:26:29";1;"MOBILE";"CANADA";"";"";1
"EVT_1767573762095_3oa3zyfdr";966;"KYC_APPROVED";"03/05/2024 18:17:32";2;"IOS";"FRANCE";"";"";1
"EVT_1767573762095_3ybiswsba";988;"KYC_STARTED";"01/04/2024 05:21:23";2;"MOBILE";"FRANCE";"";"";1
"EVT_1767573762095_3z018dtf8";965;"SIGNUP";"10/05/2024 01:28:27";4;"WEB";"FRANCE";"rejected";"";1
"EVT_1767573762095_3zomouhcf";818;"EMAIL_VERIFIED";"05/28/2024 12:07:00";1;"ANDROID";"AUSTRALIA";"";"";1
"EVT_1767573762095_44bwe6ogx";878;"FIRST_TRANSACTION_INITIATED";"12/05/2024 11:59:17";7;"WEB";"INDIA";" approved";"";1
"EVT_1767573762095_44dh7ypp0";839;"KYC_APPROVED";"06/11/2023 16:32:13";2;"WEB";"UK";"";"";1
"EVT_1767573762095_45aabrqd5";961;"KYC_STARTED";"12/15/2024 23:36:07";1;"WEB";"FRANCE";"";"";1
"EVT_1767573762095_45bv3zj59";871;"FIRST_TRANSACTION_COMPLETED";"05/21/2024 13:38:47";7;"MOBILE";"USA";" approved";"";1
"EVT_1767573762095_464jk145e";868;"TRANSACTION_FAILED";"07/20/2023 12:06:40";4;"IOS";"USA";"in_review";"";1
"EVT_1767573762095_48j2t45cg";796;"EMAIL_VERIFIED";"12/22/2024 06:26:52";1;"WEB";"INDIA";"";"";1
"EVT_1767573762095_48wvc867u";881;"FIRST_TRANSACTION_COMPLETED";"12/10/2023 06:48:59";7;"DESKTOP";"GERMANY";"Rejected ";"";1
"EVT_1767573762095_4auxakux9";904;"EMAIL_VERIFIED";"03/11/2023 07:28:23";1;"IOS";"CANADA";"";"";1
"EVT_1767573762095_4c3k0bi1k";964;"EMAIL_VERIFIED";"08/31/2023 20:19:57";4;"MOBILE";"CANADA";"approved";"";1
"EVT_1767573762095_4e0989mn7";1020;"TRANSACTION_FAILED";"02/28/2023 04:26:50";6;"ANDROID";"INDIA";"IN_REVIEW";"";1
"EVT_1767573762095_4es46ijtg";911;"FIRST_TRANSACTION_INITIATED";"05/24/2023 04:29:40";2;"WEB";"SINGAPORE";"";"";1
"EVT_1767573762095_4eytknmax";821;"EMAIL_VERIFIED";"09/23/2023 15:37:04";3;"WEB";"UK";"";"";1
"EVT_1767573762095_4f19144qb";815;"EMAIL_VERIFIED";"01/04/2024 22:28:19";4;"DESKTOP";"USA";"under_review";"";1
"EVT_1767573762095_4gfqvlawi";825;"EMAIL_VERIFICATION_SENT";"07/13/2024 12:49:33";8;"IOS";"AUSTRALIA";"under_review";"";1
"EVT_1767573762095_4l764tga3";1008;"KYC_STARTED";"08/31/2024 09:14:16";2;"DESKTOP";"INDIA";"";"";1
"EVT_1767573762095_4nyiwbyep";985;"KYC_APPROVED";"11/23/2024 01:13:05";2;"WEB";"UNITED KINGDOM";"";"";1
"EVT_1767573762095_4oqgbstrk";948;"EMAIL_VERIFIED";"09/19/2023 20:06:53";2;"IOS";"FRANCE";"";"";1
"EVT_1767573762095_4rrst8xqb";813;"KYC_STARTED";"07/08/2024 12:17:51";4;"MOBILE";"FRANCE";"approved";"";1
"EVT_1767573762095_4t5otzhsm";792;"EMAIL_VERIFIED";"12/31/2023 21:17:21";1;"WEB";"GERMANY";"";"";1
"EVT_1767573762095_50hdnoior";972;"KYC_STARTED";"04/07/2023 13:45:51";7;"MOBILE";"AUSTRALIA";"IN_REVIEW";"";1
"EVT_1767573762095_5a83ief8i";987;"KYC_DOCUMENT_UPLOADED";"07/01/2023 00:07:37";1;"DESKTOP";"UK";"";"";1
"EVT_1767573762095_5d4tq017a";925;"KYC_STARTED";"02/05/2024 06:25:33";6;"IOS";"AUSTRALIA";"approved";"";1
"EVT_1767573762095_5dawg74kv";1001;"EMAIL_VERIFIED";"01/01/2023 19:47:03";1;"ANDROID";"JAPAN";"";"";1
"EVT_1767573762095_5dbnps3gj";824;"TRANSACTION_FAILED";"06/19/2024 08:55:14";1;"WEB";"CANADA";"";"";1
"EVT_1767573762095_5dkk6nz01";900;"KYC_APPROVED";"11/15/2024 15:55:33";2;"IOS";"JAPAN";"";"";1
"EVT_1767573762095_5ecm54tpr";832;"EMAIL_VERIFIED";"01/01/2024 18:03:46";9;"MOBILE";"GERMANY";"in_review";"";1
"EVT_1767573762095_5ek4pn7wn";966;"EMAIL_VERIFIED";"03/05/2024 19:16:58";17;"WEB";"BRAZIL";"";"";1
"EVT_1767573762095_5f6j4nvnk";933;"KYC_DOCUMENT_UPLOADED";"08/18/2024 15:17:32";2;"DESKTOP";"SINGAPORE";"";"";1
"EVT_1767573762095_5fpzf7u14";832;"KYC_STARTED";"12/29/2023 08:44:27";4;"IOS";"FRANCE";"Rejected ";"";1
"EVT_1767573762095_5h880v4bn";894;"FIRST_TRANSACTION_INITIATED";"02/08/2024 04:44:24";4;"MOBILE";"FRANCE";"in_review";"";1
"EVT_1767573762095_5ilggljrp";815;"EMAIL_VERIFIED";"01/04/2024 13:58:21";2;"DESKTOP";"USA";"";"";1
"EVT_1767573762095_5ise1uxur";972;"KYC_STARTED";"04/05/2023 14:43:03";4;"DESKTOP";"GERMANY";"REJECTED";"";1
"EVT_1767573762095_5k3reqmtj";951;"KYC_DOCUMENT_UPLOADED";"03/16/2024 04:04:12";2;"ANDROID";"BRAZIL";"";"";1
"EVT_1767573762095_5lrokz65q";813;"EMAIL_VERIFIED";"07/08/2024 12:54:56";6;"ANDROID";"GERMANY";"under_review";"";1
"EVT_1767573762095_5m5iodpl3";964;"KYC_APPROVED";"09/03/2023 16:08:04";7;"ANDROID";"FRANCE";"pending";"payment_gateway_error";1
"EVT_1767573762095_5miju6lbx";837;"EMAIL_VERIFIED";"09/27/2023 18:35:30";1;"DESKTOP";"GERMANY";"";"";1
"EVT_1767573762095_5mqfwalca";860;"KYC_STARTED";"08/05/2023 09:11:03";7;"WEB";"UK";"pending";"";1
"EVT_1767573762095_5na4y37yt";996;"SIGNUP";"11/29/2023 07:03:36";2;"ANDROID";"CANADA";"";"";1
"EVT_1767573762095_5orsr9v8h";1002;"TRANSACTION_FAILED";"05/19/2024 07:49:52";3;"MOBILE";"UK";"";"";1
"EVT_1767573762095_5pomo265w";1000;"KYC_APPROVED";"11/24/2024 01:45:31";1;"MOBILE";"CANADA";"";"";1
"EVT_1767573762095_5r9of69se";951;"TRANSACTION_FAILED";"03/16/2024 18:46:02";4;"ANDROID";"INDIA";"REJECTED";"";1
"EVT_1767573762095_5uqma78sh";934;"KYC_REJECTED";"07/20/2024 18:26:42";2;"ANDROID";"GERMANY";"";"";1
"EVT_1767573762095_5v8qk8o7p";828;"SIGNUP";"09/22/2024 09:15:25";3;"WEB";"FRANCE";"";"";1
"EVT_1767573762095_5wd6joyeg";912;"KYC_STARTED";"07/26/2024 06:47:09";3;"DESKTOP";"UK";"";"";1
"EVT_1767573762095_5x0872ar8";896;"KYC_REJECTED";"07/04/2024 04:49:31";2;"WEB";"USA";"";"";1
"EVT_1767573762095_5x9f9c4k3";894;"KYC_SUBMITTED";"02/07/2024 03:17:04";1;"WEB";"UK";"";"";1
"EVT_1767573762095_5xc2pzjj7";798;"KYC_REJECTED";"04/06/2023 16:14:44";1;"IOS";"UK";"";"";1
"EVT_1767573762095_5yghir8sy";813;"KYC_STARTED";"07/08/2024 04:12:38";1;"ANDROID";"BRAZIL";"";"";1
"EVT_1767573762095_60u0sxyap";833;"TRANSACTION_FAILED";"05/17/2023 03:29:03";2;"ANDROID";"USA";"";"";1
"EVT_1767573762095_61jgmfb0l";1008;"TRANSACTION_FAILED";"08/31/2024 09:13:50";1;"WEB";"CANADA";"";"";1
"EVT_1767573762095_61u26g7rq";827;"FIRST_TRANSACTION_INITIATED";"05/03/2024 02:29:31";4;"ANDROID";"INDIA";"REJECTED";"";1
"EVT_1767573762095_64swzc9lm";965;"TRANSACTION_FAILED";"10/04/2024 10:27:48";2;"DESKTOP";"FRANCE";"";"";1
"EVT_1767573762095_66svyc7hq";876;"KYC_STARTED";"10/13/2024 22:32:44";4;"MOBILE";"CANADA";"failed";"";1
"EVT_1767573762095_6dfegt6eu";876;"TRANSACTION_FAILED";"10/14/2024 04:38:15";7;"WEB";"USA";" approved";"";1
"EVT_1767573762095_6evu5u0ty";1019;"EMAIL_VERIFIED";"12/29/2023 04:31:56";3;"DESKTOP";"SINGAPORE";"";"";1
"EVT_1767573762095_6gxh988jc";941;"KYC_STARTED";"03/06/2023 23:07:16";2;"IOS";"USA";"";"";1
"EVT_1767573762095_6h0t34dic";829;"EMAIL_VERIFIED";"10/14/2023 19:40:10";1;"ANDROID";"INDIA";"";"";1
"EVT_1767573762095_6h8z2jzb9";941;"KYC_STARTED";"03/06/2023 22:49:26";1;"DESKTOP";"CANADA";"";"";1
"EVT_1767573762095_6hwn6yob0";977;"KYC_REJECTED";"09/23/2023 04:15:52";1;"MOBILE";"CANADA";"";"";1
"EVT_1767573762095_6jha56ots";909;"EMAIL_VERIFIED";"12/04/2023 06:10:36";1;"WEB";"BRAZIL";"";"";1
"EVT_1767573762095_6k3etptdr";918;"KYC_STARTED";"06/16/2024 15:08:34";1;"WEB";"INDIA";"";"";1
"EVT_1767573762095_6kcewbwj2";895;"KYC_STARTED";"02/18/2024 15:15:15";8;"ANDROID";"FRANCE";" approved";"";1
"EVT_1767573762095_6kydsjqbb";832;"EMAIL_VERIFICATION_SENT";"12/29/2023 09:56:55";5;"ANDROID";"FRANCE";"IN_REVIEW";"";1
"EVT_1767573762095_6l7d8s96g";865;"KYC_APPROVED";"07/16/2023 14:11:35";2;"IOS";"INDIA";"";"";1
"EVT_1767573762095_6misldz75";975;"EMAIL_VERIFICATION_SENT";"08/16/2024 04:24:13";3;"WEB";"USA";"";"";1
"EVT_1767573762095_6qo9tgso7";897;"KYC_APPROVED";"01/13/2024 01:40:46";9;"IOS";"CANADA";"pending";"";1
"EVT_1767573762095_6rmiyl8m6";823;"EMAIL_VERIFIED";"12/26/2024 09:01:41";1;"ANDROID";"FRANCE";"";"";1
"EVT_1767573762095_6rx652ehb";990;"EMAIL_VERIFIED";"12/13/2024 14:43:39";2;"MOBILE";"CANADA";"";"";1
"EVT_1767573762095_6sxnspcf0";994;"EMAIL_VERIFIED";"08/01/2023 11:31:16";2;"IOS";"AUSTRALIA";"";"";1
"EVT_1767573762095_6t9l284zm";916;"EMAIL_VERIFIED";"12/25/2024 07:15:33";8;"ANDROID";"INDIA";"Approved";"";1
"EVT_1767573762095_6vwo6famm";870;"EMAIL_VERIFIED";"05/29/2023 15:34:36";3;"WEB";"USA";"";"";1
"EVT_1767573762095_6xao1e7tt";966;"SIGNUP";"03/05/2024 18:05:05";7;"MOBILE";"UK";"";"";1
"EVT_1767573762095_6yohv5mwq";874;"KYC_DOCUMENT_UPLOADED";"08/15/2024 12:05:25";3;"IOS";"UNITED KINGDOM";"";"";1
"EVT_1767573762095_73bg1uydj";891;"SIGNUP";"03/14/2023 19:31:59";4;"DESKTOP";"UK";"Rejected ";"";1
"EVT_1767573762095_74xmzeals";911;"EMAIL_VERIFIED";"05/24/2023 06:29:00";3;"ANDROID";"CANADA";"";"";1
"EVT_1767573762095_76emycro0";828;"SIGNUP";"09/22/2024 08:55:15";1;"ANDROID";"CANADA";"";"";1
"EVT_1767573762095_76qxbfq1w";869;"EMAIL_VERIFIED";"09/21/2024 20:06:48";2;"IOS";"SINGAPORE";"";"";1
"EVT_1767573762095_794vg08d7";857;"SIGNUP";"08/19/2024 02:56:04";3;"WEB";"UNITED KINGDOM";"";"";1
"EVT_1767573762095_7bpdkz9yx";865;"TRANSACTION_FAILED";"07/17/2023 10:28:59";19;"IOS";"USA";"under_review";"";1
"EVT_1767573762095_7ct8su4yr";928;"FIRST_TRANSACTION_COMPLETED";"05/22/2024 22:59:12";3;"DESKTOP";"BRAZIL";"";"";1
"EVT_1767573762095_7h2ro1ez9";973;"TRANSACTION_FAILED";"04/19/2023 11:08:40";1;"IOS";"UNITED STATES";"";"server_error";1
"EVT_1767573762095_7j7cqm6g1";984;"KYC_STARTED";"02/16/2024 09:13:33";2;"WEB";"USA";"";"";1
"EVT_1767573762095_7kul5ep1b";812;"KYC_STARTED";"04/02/2023 23:58:34";1;"DESKTOP";"CANADA";"";"";1
"EVT_1767573762095_7oq3z3n0a";898;"KYC_STARTED";"11/28/2023 01:23:18";1;"DESKTOP";"UNITED STATES";"";"";1
"EVT_1767573762095_7pywtl07l";844;"EMAIL_VERIFICATION_SENT";"06/07/2023 19:03:50";8;"DESKTOP";"UK";"REJECTED";"";1
"EVT_1767573762095_7rbostsfh";972;"EMAIL_VERIFIED";"04/04/2023 19:00:04";3;"WEB";"AUSTRALIA";"";"";1
"EVT_1767573762095_7squnxd12";895;"KYC_STARTED";"02/15/2024 04:25:37";1;"WEB";"GERMANY";"";"";1
"EVT_1767573762095_7tg8arlz8";806;"KYC_STARTED";"12/12/2023 15:55:38";3;"IOS";"CANADA";"";"";1
"EVT_1767573762095_7ulqtr7ia";969;"SIGNUP";"12/13/2023 02:47:39";1;"IOS";"CANADA";"";"";1
"EVT_1767573762095_7v5imyu6c";883;"EMAIL_VERIFIED";"10/12/2023 18:37:46";1;"DESKTOP";"INDIA";"";"";1
"EVT_1767573762095_7v6cwh3hx";1020;"KYC_STARTED";"02/27/2023 07:50:49";2;"DESKTOP";"FRANCE";"";"";1
"EVT_1767573762095_7vuf0v8n5";957;"KYC_REJECTED";"06/26/2024 16:05:33";1;"IOS";"JAPAN";"";"";1
"EVT_1767573762095_7ye7gzemf";953;"KYC_STARTED";"08/08/2023 02:23:34";2;"DESKTOP";"BRAZIL";"";"";1
"EVT_1767573762095_7zfl81884";820;"KYC_STARTED";"09/24/2024 12:40:11";2;"ANDROID";"UNITED KINGDOM";"";"";1
"EVT_1767573762095_802pvxok5";876;"FIRST_TRANSACTION_COMPLETED";"10/13/2024 23:55:53";5;"WEB";"AUSTRALIA";"approved";"";1
"EVT_1767573762095_82260y1pv";902;"KYC_DOCUMENT_UPLOADED";"07/24/2024 06:57:34";1;"MOBILE";"GERMANY";"";"";1
"EVT_1767573762095_885dh45zu";976;"KYC_SUBMITTED";"11/25/2023 00:27:50";2;"ANDROID";"INDIA";"";"";1
"EVT_1767573762095_88664uodk";997;"SIGNUP";"03/30/2024 15:14:49";2;"MOBILE";"FRANCE";"";"";1
"EVT_1767573762095_88r5k48si";864;"TRANSACTION_FAILED";"12/11/2023 23:47:06";9;"MOBILE";"SINGAPORE";"PENDING";"";1
"EVT_1767573762095_8arnmo744";988;"KYC_DOCUMENT_UPLOADED";"01/05/2024 04:37:54";7;"IOS";"UK";" approved";"Network_Error";1
"EVT_1767573762095_8cb9umpsa";825;"KYC_STARTED";"07/11/2024 05:38:05";6;"WEB";"UK";"under_review";"";1
"EVT_1767573762095_8cwcqtyfl";938;"KYC_REJECTED";"09/07/2024 02:33:53";2;"ANDROID";"CANADA";"";"";1
"EVT_1767573762095_8emxty8ec";813;"KYC_STARTED";"07/08/2024 04:49:52";3;"ANDROID";"UK";"";"";1
"EVT_1767573762095_8fdh6pkdr";891;"TRANSACTION_FAILED";"03/14/2023 21:58:24";7;"ANDROID";"BRAZIL";"rejected";"Network_Error";1
"EVT_1767573762095_8hten1gx2";876;"KYC_STARTED";"10/13/2024 02:07:29";3;"ANDROID";"GERMANY";"";"";1
"EVT_1767573762095_8kjb3cp0p";827;"KYC_DOCUMENT_UPLOADED";"05/06/2024 17:47:32";9;"WEB";"SINGAPORE";"in_review";"";1
"EVT_1767573762095_8lnge1vf9";882;"SIGNUP";"06/23/2024 10:29:00";2;"DESKTOP";"CANADA";"";"";1
"EVT_1767573762095_8ovknq9ja";923;"TRANSACTION_FAILED";"08/25/2024 20:16:14";7;"IOS";"FRANCE";"IN_REVIEW";"";1
"EVT_1767573762095_8qp4pomvw";836;"KYC_APPROVED";"12/13/2024 11:56:23";1;"ANDROID";"INDIA";"";"";1
"EVT_1767573762095_8s24bbnsj";893;"KYC_STARTED";"06/12/2024 00:24:51";1;"WEB";"CANADA";"";"";1
"EVT_1767573762095_8s6qz3ogz";881;"KYC_APPROVED";"12/10/2023 19:08:45";8;"WEB";"UNITED KINGDOM";" approved";"";1
"EVT_1767573762095_8s9se8dol";810;"KYC_DOCUMENT_UPLOADED";"12/09/2023 09:53:59";1;"ANDROID";"JAPAN";"";"";1
"EVT_1767573762095_8vfsyejgt";821;"EMAIL_VERIFIED";"09/23/2023 13:59:26";1;"MOBILE";"CANADA";"";"";1
"EVT_1767573762095_8vv8z7yjl";919;"EMAIL_VERIFIED";"03/07/2023 11:14:36";1;"IOS";"USA";"";"";1
"EVT_1767573762095_8ytzl8wyu";931;"FIRST_TRANSACTION_INITIATED";"03/25/2024 21:31:19";4;"MOBILE";"INDIA";" approved";"insufficient_funds";1
"EVT_1767573762095_94e4otz3q";925;"SIGNUP";"02/04/2024 10:01:53";3;"ANDROID";"AUSTRALIA";"";"";1
"EVT_1767573762095_952rkx9bz";813;"KYC_STARTED";"07/09/2024 10:39:45";7;"IOS";"INDIA";"approved";"";1
"EVT_1767573762095_96b6t9a1c";800;"KYC_STARTED";"04/07/2024 15:56:20";2;"ANDROID";"BRAZIL";"";"";1
"EVT_1767573762095_97y28ukt1";806;"KYC_APPROVED";"12/12/2023 14:24:35";1;"ANDROID";"UK";"";"";1
"EVT_1767573762095_9d36kj3gp";912;"KYC_STARTED";"07/26/2024 05:05:19";2;"ANDROID";"GERMANY";"";"";1
"EVT_1767573762095_9df4oapeo";978;"FIRST_TRANSACTION_INITIATED";"12/27/2024 01:43:49";3;"ANDROID";"JAPAN";"";"";1
"EVT_1767573762095_9dulmszwo";865;"FIRST_TRANSACTION_INITIATED";"07/16/2023 14:19:11";3;"IOS";"GERMANY";"";"";1
"EVT_1767573762095_9e35hpoqx";981;"KYC_SUBMITTED";"08/16/2024 19:47:33";3;"WEB";"GERMANY";"";"";1
"EVT_1767573762095_9ezf637qh";864;"EMAIL_VERIFICATION_SENT";"12/08/2023 09:25:45";1;"IOS";"GERMANY";"";"";1
"EVT_1767573762095_9f210mofj";872;"TRANSACTION_FAILED";"07/25/2024 14:25:30";4;"WEB";"USA";"in_review";"";1
"EVT_1767573762095_9fj5xib1d";899;"KYC_DOCUMENT_UPLOADED";"07/25/2024 07:20:56";3;"ANDROID";"INDIA";"";"";1
"EVT_1767573762095_9gq5ytnr7";874;"FIRST_TRANSACTION_INITIATED";"08/15/2024 11:14:47";2;"MOBILE";"UNITED KINGDOM";"";"document_expired";1
"EVT_1767573762095_9hiob0vze";873;"EMAIL_VERIFICATION_SENT";"02/11/2023 10:41:44";2;"WEB";"FRANCE";"";"";1
"EVT_1767573762095_9hozmogse";994;"KYC_REJECTED";"08/01/2023 11:23:47";1;"WEB";"UK";"";"";1
"EVT_1767573762095_9i7hcprjv";796;"EMAIL_VERIFIED";"12/22/2024 07:24:43";3;"WEB";"GERMANY";"";"";1
"EVT_1767573762095_9ib323za5";907;"KYC_SUBMITTED";"10/10/2023 12:40:09";2;"DESKTOP";"JAPAN";"";"";1
"EVT_1767573762095_9jfq1ysjj";1007;"TRANSACTION_FAILED";"11/06/2024 19:29:15";3;"ANDROID";"UK";"";"";1
"EVT_1767573762095_9kcddopzv";1005;"KYC_REJECTED";"09/07/2024 03:09:31";1;"ANDROID";"UNITED KINGDOM";"";"";1
"EVT_1767573762095_9ozptn0ne";907;"TRANSACTION_FAILED";"10/10/2023 20:24:58";5;"WEB";"INDIA";"Pending";"";1
"EVT_1767573762095_9pstbqa4b";947;"KYC_STARTED";"07/04/2023 13:04:25";4;"IOS";"SINGAPORE";"Pending";"";1
"EVT_1767573762095_9rf8ie5a9";895;"EMAIL_VERIFICATION_SENT";"02/15/2024 04:53:17";2;"DESKTOP";"USA";"";"";1
"EVT_1767573762095_9rgn8crn6";1011;"KYC_STARTED";"12/31/2023 06:49:18";2;"MOBILE";"AUSTRALIA";"";"";1
"EVT_1767573762095_9sf2uhtxj";933;"KYC_STARTED";"08/18/2024 20:14:38";5;"MOBILE";"BRAZIL";"approved";"";1
"EVT_1767573762095_9ttw4mbz6";803;"FIRST_TRANSACTION_COMPLETED";"12/07/2024 04:11:21";9;"ANDROID";"GERMANY";"approved";"";1
"EVT_1767573762095_9xa53ii86";988;"TRANSACTION_FAILED";"01/04/2024 20:52:25";4;"WEB";"CANADA";"REJECTED";"";1
"EVT_1767573762095_9zllqoy5u";839;"TRANSACTION_FAILED";"06/14/2023 03:32:30";7;"ANDROID";"GERMANY";" approved";"missing_information";1
"EVT_1767573762095_a0zwr10kr";933;"KYC_SUBMITTED";"08/18/2024 20:58:51";6;"MOBILE";"CANADA";"failed";"";1
"EVT_1767573762095_a10dh0zdq";927;"FIRST_TRANSACTION_COMPLETED";"12/11/2023 07:15:52";2;"IOS";"UNITED STATES";"";"";1
"EVT_1767573762095_a16e2ttyh";871;"KYC_STARTED";"05/18/2024 18:53:24";3;"ANDROID";"GERMANY";"";"";1
"EVT_1767573762095_a1gl6frep";931;"FIRST_TRANSACTION_COMPLETED";"03/24/2024 22:05:27";2;"IOS";"JAPAN";"";"";1
"EVT_1767573762095_a1q7cptyb";860;"KYC_REJECTED";"08/03/2023 13:31:24";2;"MOBILE";"GERMANY";"";"";1
"EVT_1767573762095_a4jxz5yub";880;"KYC_STARTED";"03/16/2023 03:26:34";1;"WEB";"UK";"";"";1
"EVT_1767573762095_a5euvmx8g";839;"SIGNUP";"06/12/2023 05:44:17";6;"ANDROID";"USA";"PENDING";"";1
"EVT_1767573762095_a67ee58uz";796;"KYC_STARTED";"12/22/2024 06:41:32";2;"ANDROID";"INDIA";"";"";1
"EVT_1767573762095_a6zj0mgoi";943;"FIRST_TRANSACTION_INITIATED";"02/14/2023 01:20:15";1;"ANDROID";"UK";"";"";1
"EVT_1767573762095_a7ff0ib73";916;"KYC_APPROVED";"12/23/2024 04:30:44";5;"MOBILE";"INDIA";"failed";"network_error";1
"EVT_1767573762095_a7tp4t1kd";954;"FIRST_TRANSACTION_INITIATED";"02/01/2023 23:41:19";5;"IOS";"INDIA";"rejected";"";1
"EVT_1767573762095_a99z1bbff";1019;"FIRST_TRANSACTION_COMPLETED";"12/29/2023 02:53:34";2;"IOS";"INDIA";"";"";1
"EVT_1767573762095_a9mup415z";878;"KYC_SUBMITTED";"12/06/2024 04:48:40";9;"DESKTOP";"UK";" approved";"";1
"EVT_1767573762095_a9se9yf5f";965;"EMAIL_VERIFIED";"10/07/2024 09:24:29";8;"WEB";"INDIA";"REJECTED";"";1
"EVT_1767573762095_a9sq75o8l";857;"EMAIL_VERIFIED";"08/19/2024 02:09:33";1;"MOBILE";"AUSTRALIA";"";"";1
"EVT_1767573762095_acfgojqa3";871;"SIGNUP";"05/23/2024 03:10:43";8;"IOS";"INDIA";"pending";"";1
"EVT_1767573762095_acpz2m6r8";873;"EMAIL_VERIFIED";"02/11/2023 12:30:53";3;"WEB";"JAPAN";"";"";1
"EVT_1767573762095_adv4ksey9";842;"KYC_SUBMITTED";"11/10/2023 14:27:44";6;"ANDROID";"FRANCE";" approved";"";1
"EVT_1767573762095_af6grau6x";809;"SIGNUP";"09/19/2024 20:31:59";2;"WEB";"CANADA";"";"";1
"EVT_1767573762095_afpfw8igg";890;"KYC_APPROVED";"08/18/2023 12:45:54";2;"ANDROID";"GERMANY";"";"";1
"EVT_1767573762095_afxrj8k3p";979;"EMAIL_VERIFICATION_SENT";"09/25/2023 03:42:11";2;"IOS";"GERMANY";"";"";1
"EVT_1767573762095_afym2aujx";960;"EMAIL_VERIFICATION_SENT";"07/23/2023 13:41:49";3;"WEB";"FRANCE";"";"";1
"EVT_1767573762095_ag4mtjid9";847;"EMAIL_VERIFIED";"09/14/2023 20:47:27";2;"ANDROID";"JAPAN";"";"";1
"EVT_1767573762095_ag8ffdb8y";854;"FIRST_TRANSACTION_COMPLETED";"06/07/2024 04:49:25";2;"WEB";"FRANCE";"";"";1
"EVT_1767573762095_ai87bpcst";1019;"KYC_SUBMITTED";"12/29/2023 02:36:36";1;"WEB";"CANADA";"";"";1
"EVT_1767573762095_ajlabko0k";941;"KYC_APPROVED";"03/08/2023 00:41:55";6;"WEB";"AUSTRALIA";"Approved";"unknown_error";1
"EVT_1767573762095_amureame3";941;"FIRST_TRANSACTION_INITIATED";"03/06/2023 23:38:37";3;"ANDROID";"FRANCE";"";"";1
"EVT_1767573762095_ap9pqpp25";878;"SIGNUP";"12/03/2024 03:58:02";3;"DESKTOP";"USA";"";"";1
"EVT_1767573762095_apnmh1g50";862;"TRANSACTION_FAILED";"06/20/2024 15:41:22";2;"MOBILE";"UK";"";"";1
"EVT_1767573762095_apz934od5";950;"FIRST_TRANSACTION_INITIATED";"08/22/2023 05:54:04";5;"WEB";"UK";"failed";"";1
"EVT_1767573762095_aqicuz0t1";950;"KYC_REJECTED";"08/21/2023 08:24:31";1;"IOS";"FRANCE";"";"";1
"EVT_1767573762095_aqms2ak27";796;"KYC_REJECTED";"12/23/2024 03:10:09";6;"MOBILE";"SINGAPORE";"in_review";"";1
"EVT_1767573762095_as0gtb0ze";881;"EMAIL_VERIFIED";"12/09/2023 10:11:09";5;"IOS";"USA";"in_review";"";1
"EVT_1767573762095_athnb6brs";1001;"TRANSACTION_FAILED";"01/01/2023 19:51:17";2;"ANDROID";"INDIA";"";"";1
"EVT_1767573762095_au9nl5vqo";844;"TRANSACTION_FAILED";"06/05/2023 05:21:28";6;"MOBILE";"USA";"rejected";"";1
"EVT_1767573762095_aupncfbve";808;"SIGNUP";"09/26/2024 03:00:51";1;"WEB";"FRANCE";"";"";1
"EVT_1767573762095_avl7wlfbc";925;"EMAIL_VERIFICATION_SENT";"02/08/2024 00:59:41";8;"ANDROID";"INDIA";"rejected";"";1
"EVT_1767573762095_axn1xa9d1";832;"SIGNUP";"12/29/2023 02:10:59";3;"ANDROID";"UNITED KINGDOM";"";"";1
"EVT_1767573762095_ayd1uf7ec";825;"EMAIL_VERIFIED";"07/11/2024 01:07:31";2;"ANDROID";"GERMANY";"";"";1
"EVT_1767573762095_aymo6eh81";937;"KYC_APPROVED";"01/03/2024 04:48:00";1;"WEB";"USA";"";"";1
